date,forecast_units_sold,lower_ci,upper_ci,is_festival,is_holiday
2019-05-25,2.258273386609948,-9.1978529178695,13.714399691089397,0,0
2019-05-26,2.257763961425107,-9.19905716780992,13.714585090660135,0,0
2019-05-27,2.2572546511572726,-9.200260947281016,13.714770249595563,0,0
2019-05-28,2.256745455780522,-9.20146425651474,13.714955168075786,0,0
2019-05-29,2.2562363752689385,-9.202667095742887,13.715139846280765,0,0
2019-05-30,2.2557274095966102,-9.203869465197105,13.715324284390324,0,0
2019-05-31,2.2552185587376314,-9.205071365108878,13.715508482584141,0,0
2019-06-01,2.2547098226661024,-9.206272795709554,13.715692441041758,0,0
2019-06-02,2.2542012013561292,-9.207473757230314,13.715876159942574,0,0
2019-06-03,2.2536926947818237,-9.208674249902199,13.716059639465847,0,0
2019-06-04,2.2531843029173033,-9.209874273956089,13.716242879790695,0,0
2019-06-05,2.252676025736692,-9.211073829622718,13.716425881096102,0,0
2019-06-06,2.2521678632141193,-9.212272917132665,13.716608643560903,0,0
2019-06-07,2.25165981532372,-9.21347153671636,13.7167911673638,0,0
2019-06-08,2.2511518820396357,-9.214669688604083,13.716973452683355,0,0
2019-06-09,2.2506440633360127,-9.21586737302596,13.717155499697986,0,0
2019-06-10,2.2501363591870045,-9.217064590211965,13.717337308585975,0,0
2019-06-11,2.249628769566769,-9.218261340391926,13.717518879525464,0,0
2019-06-12,2.2491212944494707,-9.219457623795517,13.717700212694456,0,0
2019-06-13,2.2486139338092803,-9.22065344065226,13.717881308270819,0,0
2019-06-14,2.2481066876203735,-9.22184879119153,13.718062166432276,0,0
2019-06-15,2.247599555856932,-9.22304367564255,13.718242787356413,0,0
2019-06-16,2.247092538493144,-9.224238094234392,13.71842317122068,0,0
2019-06-17,2.246585635503203,-9.225432047195982,13.718603318202389,0,0
2019-06-18,2.2460788468613075,-9.22662553475609,13.718783228478705,0,0
2019-06-19,2.2455721725416637,-9.22781855714334,13.718962902226668,0,0
2019-06-20,2.245065612518482,-9.229011114586207,13.719142339623172,0,0
2019-06-21,2.2445591667659794,-9.230203207313018,13.719321540844977,0,0
2019-06-22,2.2440528352583784,-9.231394835551942,13.719500506068698,0,0
2019-06-23,2.2435466179699075,-9.232585999531008,13.719679235470824,0,0
