Product_Name,Category_Name,Forecast_Month,Forecast_Demand,Model
Automotive_Item_018,Automotive,2017-09-01,8.0,Prophet_Product
Automotive_Item_018,Automotive,2017-10-01,8.0,Prophet_Product
Automotive_Item_018,Automotive,2017-11-01,4.0,Prophet_Product
Automotive_Item_018,Automotive,2017-12-01,11.0,Prophet_Product
Automotive_Item_019,Automotive,2017-01-01,30.0,Prophet_Product
Automotive_Item_019,Automotive,2017-02-01,22.0,Prophet_Product
Automotive_Item_019,Automotive,2017-03-01,44.0,Prophet_Product
Automotive_Item_019,Automotive,2017-04-01,26.0,Prophet_Product
Automotive_Item_019,Automotive,2017-05-01,255.0,Prophet_Product
Automotive_Item_019,Automotive,2017-06-01,0.0,Prophet_Product
Automotive_Item_019,Automotive,2017-07-01,173.0,Prophet_Product
Automotive_Item_019,Automotive,2017-08-01,0.0,Prophet_Product
Automotive_Item_019,Automotive,2017-09-01,18.0,Prophet_Product
Automotive_Item_019,Automotive,2017-10-01,122.0,Prophet_Product
Automotive_Item_019,Automotive,2017-11-01,55.0,Prophet_Product
Automotive_Item_019,Automotive,2017-12-01,19.0,Prophet_Product
Automotive_Item_020,Automotive,2017-01-01,1514.0,Prophet_Product
Automotive_Item_020,Automotive,2017-02-01,457.0,Prophet_Product
Automotive_Item_020,Automotive,2017-03-01,948.0,Prophet_Product
Automotive_Item_020,Automotive,2017-04-01,0.0,Prophet_Product
Automotive_Item_020,Automotive,2017-05-01,108.0,Prophet_Product
Automotive_Item_020,Automotive,2017-06-01,0.0,Prophet_Product
Automotive_Item_020,Automotive,2017-07-01,91.0,Prophet_Product
Automotive_Item_020,Automotive,2017-08-01,0.0,Prophet_Product
Automotive_Item_020,Automotive,2017-09-01,0.0,Prophet_Product
Automotive_Item_020,Automotive,2017-10-01,260.0,Prophet_Product
Automotive_Item_020,Automotive,2017-11-01,328.0,Prophet_Product
Automotive_Item_020,Automotive,2017-12-01,363.0,Prophet_Product
Automotive_Item_021,Automotive,2017-01-01,0.0,Prophet_Product
Automotive_Item_021,Automotive,2017-02-01,173.0,Prophet_Product
Automotive_Item_021,Automotive,2017-03-01,0.0,Prophet_Product
Automotive_Item_021,Automotive,2017-04-01,0.0,Prophet_Product
Automotive_Item_021,Automotive,2017-05-01,137.0,Prophet_Product
Automotive_Item_021,Automotive,2017-06-01,0.0,Prophet_Product
Automotive_Item_021,Automotive,2017-07-01,155.0,Prophet_Product
Automotive_Item_021,Automotive,2017-08-01,0.0,Prophet_Product
Automotive_Item_021,Automotive,2017-09-01,0.0,Prophet_Product
Automotive_Item_021,Automotive,2017-10-01,6.0,Prophet_Product
Automotive_Item_021,Automotive,2017-11-01,0.0,Prophet_Product
Automotive_Item_021,Automotive,2017-12-01,167.0,Prophet_Product
Automotive_Item_022,Automotive,2017-01-01,23.0,Prophet_Product
Automotive_Item_022,Automotive,2017-02-01,91.0,Prophet_Product
Automotive_Item_022,Automotive,2017-03-01,45.0,Prophet_Product
Automotive_Item_022,Automotive,2017-04-01,22.0,Prophet_Product
Automotive_Item_022,Automotive,2017-05-01,21.0,Prophet_Product
Automotive_Item_022,Automotive,2017-06-01,20.0,Prophet_Product
Automotive_Item_022,Automotive,2017-07-01,24.0,Prophet_Product
Automotive_Item_022,Automotive,2017-08-01,18.0,Prophet_Product
Automotive_Item_022,Automotive,2017-09-01,27.0,Prophet_Product
Automotive_Item_022,Automotive,2017-10-01,21.0,Prophet_Product
Automotive_Item_022,Automotive,2017-11-01,22.0,Prophet_Product
Automotive_Item_022,Automotive,2017-12-01,18.0,Prophet_Product
Automotive_Item_023,Automotive,2017-01-01,14.0,Prophet_Product
Automotive_Item_023,Automotive,2017-02-01,15.0,Prophet_Product
Automotive_Item_023,Automotive,2017-03-01,13.0,Prophet_Product
Automotive_Item_023,Automotive,2017-04-01,0.0,Prophet_Product
Automotive_Item_023,Automotive,2017-05-01,0.0,Prophet_Product
Automotive_Item_023,Automotive,2017-06-01,13.0,Prophet_Product
Automotive_Item_023,Automotive,2017-07-01,0.0,Prophet_Product
Automotive_Item_023,Automotive,2017-08-01,7.0,Prophet_Product
Automotive_Item_023,Automotive,2017-09-01,38.0,Prophet_Product
Automotive_Item_023,Automotive,2017-10-01,3.0,Prophet_Product
Automotive_Item_023,Automotive,2017-11-01,3.0,Prophet_Product
Automotive_Item_023,Automotive,2017-12-01,66.0,Prophet_Product
Automotive_Item_024,Automotive,2017-01-01,539.0,Prophet_Product
Automotive_Item_024,Automotive,2017-02-01,0.0,Prophet_Product
Automotive_Item_024,Automotive,2017-03-01,31.0,Prophet_Product
Automotive_Item_024,Automotive,2017-04-01,435.0,Prophet_Product
Automotive_Item_024,Automotive,2017-05-01,75.0,Prophet_Product
Automotive_Item_024,Automotive,2017-06-01,72.0,Prophet_Product
Automotive_Item_024,Automotive,2017-07-01,0.0,Prophet_Product
Automotive_Item_024,Automotive,2017-08-01,641.0,Prophet_Product
Automotive_Item_024,Automotive,2017-09-01,0.0,Prophet_Product
Automotive_Item_024,Automotive,2017-10-01,0.0,Prophet_Product
Automotive_Item_024,Automotive,2017-11-01,0.0,Prophet_Product
Automotive_Item_024,Automotive,2017-12-01,0.0,Prophet_Product
Automotive_Item_025,Automotive,2017-01-01,0.0,Prophet_Product
Automotive_Item_025,Automotive,2017-02-01,5.0,Prophet_Product
Automotive_Item_025,Automotive,2017-03-01,0.0,Prophet_Product
Automotive_Item_025,Automotive,2017-04-01,0.0,Prophet_Product
Automotive_Item_025,Automotive,2017-05-01,0.0,Prophet_Product
Automotive_Item_025,Automotive,2017-06-01,0.0,Prophet_Product
Automotive_Item_025,Automotive,2017-07-01,4.0,Prophet_Product
Automotive_Item_025,Automotive,2017-08-01,0.0,Prophet_Product
Automotive_Item_025,Automotive,2017-09-01,22.0,Prophet_Product
Automotive_Item_025,Automotive,2017-10-01,1.0,Prophet_Product
Automotive_Item_025,Automotive,2017-11-01,0.0,Prophet_Product
Automotive_Item_025,Automotive,2017-12-01,7.0,Prophet_Product
Automotive_Item_026,Automotive,2017-01-01,10.0,Prophet_Product
